name,season,age,team_id,pos,g,gs,mp_per_g,fg_pct,fg3_pct,fg2_pct,efg_pct,ft_pct,orb_per_g,drb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,height,weight
Michael Redd,2008.0,29.0,MIL,SG,33.0,32.0,36.5,0.455,0.366,0.503,0.519,0.814,0.7,2.5,2.7,1.1,0.1,1.6,1.4,21.2,78,220.0
Michael Redd,2009.0,30.0,MIL,SG,18.0,12.0,27.3,0.352,0.3,0.373,0.394,0.712,0.6,2.4,2.2,1.1,0.1,0.8,1.3,11.9,78,220.0
Michael Redd,2010.0,31.0,MIL,SG,10.0,0.0,13.4,0.4,0.235,0.5,0.444,1.0,0.0,0.8,1.2,0.2,0.1,0.4,0.4,4.4,78,220.0
Michael Redd,2011.0,32.0,PHO,SG,51.0,2.0,15.1,0.4,0.318,0.447,0.458,0.793,0.3,1.2,0.6,0.3,0.0,0.7,0.6,8.2,78,220.0
J.J. Redick,2008.0,24.0,ORL,SG,64.0,5.0,17.4,0.391,0.374,0.417,0.503,0.871,0.1,1.6,1.1,0.3,0.0,0.8,1.1,6.0,76,200.0
J.J. Redick,2009.0,25.0,ORL,SG,82.0,9.0,22.0,0.439,0.405,0.473,0.54,0.86,0.2,1.7,1.9,0.3,0.0,0.8,1.4,9.6,76,200.0
J.J. Redick,2010.0,26.0,ORL,SG,59.0,5.0,25.6,0.441,0.397,0.482,0.538,0.875,0.1,1.8,1.7,0.5,0.1,0.9,1.4,10.1,76,200.0
J.J. Redick,2011.0,27.0,ORL,SG,65.0,22.0,27.2,0.425,0.418,0.43,0.521,0.911,0.3,2.0,2.5,0.4,0.1,1.0,1.4,11.6,76,200.0
J.J. Redick,2012.0,28.0,ORL,SG,50.0,11.0,31.5,0.45,0.39,0.514,0.551,0.891,0.2,2.2,4.4,0.6,0.1,2.1,1.4,15.1,76,200.0
J.J. Redick,2012.0,28.0,MIL,SG,28.0,2.0,28.7,0.403,0.318,0.49,0.483,0.918,0.3,1.6,2.7,0.3,0.1,1.2,1.7,12.3,76,200.0
J.J. Redick,2013.0,29.0,LAC,SG,35.0,34.0,28.2,0.455,0.395,0.507,0.546,0.915,0.3,1.9,2.2,0.8,0.1,1.2,1.9,15.2,76,200.0
J.J. Redick,2014.0,30.0,LAC,SG,78.0,78.0,30.9,0.477,0.437,0.515,0.583,0.901,0.3,1.9,1.8,0.5,0.1,1.2,1.7,16.4,76,200.0
J.J. Redick,2015.0,31.0,LAC,SG,75.0,75.0,28.0,0.48,0.475,0.484,0.593,0.888,0.1,1.7,1.4,0.6,0.1,1.0,1.8,16.3,76,200.0
J.J. Redick,2016.0,32.0,LAC,SG,78.0,78.0,28.2,0.445,0.429,0.462,0.558,0.891,0.1,2.1,1.4,0.7,0.2,1.3,1.6,15.0,76,200.0
J.J. Redick,2017.0,33.0,PHI,SG,70.0,70.0,30.2,0.46,0.42,0.504,0.569,0.904,0.1,2.4,3.0,0.5,0.1,1.5,1.8,17.1,76,200.0
Davon Reed,2017.0,22.0,PHO,SG,21.0,1.0,11.5,0.289,0.289,0.289,0.362,0.667,0.1,1.8,0.6,0.5,0.1,0.5,0.8,3.0,77,208.0
Willie Reed,2015.0,25.0,BRK,C,39.0,2.0,10.9,0.571,0.0,0.571,0.571,0.545,1.3,1.9,0.3,0.2,0.8,0.4,1.2,4.7,82,220.0
Willie Reed,2016.0,26.0,MIA,C,71.0,5.0,14.5,0.568,0.25,0.573,0.57,0.557,1.8,2.9,0.4,0.3,0.7,0.4,1.9,5.3,82,220.0
Willie Reed,2017.0,27.0,LAC,C,39.0,5.0,10.7,0.667,0.5,0.669,0.671,0.582,0.9,2.2,0.2,0.2,0.6,0.5,1.4,4.9,82,220.0
Willie Reed,2017.0,27.0,DET,C,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,1.0,0.7,82,220.0
Ryan Reid,2011.0,25.0,OKC,PF,5.0,0.0,3.4,0.8,0.0,0.8,0.8,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,1.6,80,232.0
Glen Rice,2013.0,23.0,WAS,SG,11.0,1.0,9.9,0.297,0.294,0.3,0.365,0.714,0.4,1.5,0.6,0.5,0.1,0.8,0.6,2.9,79,215.0
Glen Rice,2013.0,23.0,WAS,SG,11.0,1.0,9.9,0.297,0.294,0.3,0.365,0.714,0.4,1.5,0.6,0.5,0.1,0.8,0.6,2.9,78,206.0
Glen Rice,2014.0,24.0,WAS,SG,5.0,0.0,8.6,0.2,0.143,0.25,0.233,0.667,0.4,0.4,0.4,0.0,0.0,0.4,2.2,2.2,79,215.0
Glen Rice,2014.0,24.0,WAS,SG,5.0,0.0,8.6,0.2,0.143,0.25,0.233,0.667,0.4,0.4,0.4,0.0,0.0,0.4,2.2,2.2,78,206.0
Chris Richard,2009.0,25.0,CHI,PF,18.0,0.0,12.4,0.517,0.0,0.517,0.517,0.636,1.1,2.2,0.4,0.4,0.2,0.8,2.8,2.1,81,270.0
Jason Richardson,2008.0,28.0,CHA,SG,14.0,14.0,35.1,0.441,0.458,0.435,0.502,0.745,0.9,3.2,2.6,1.0,0.2,1.7,3.1,18.7,78,220.0
Jason Richardson,2008.0,28.0,PHO,SG,58.0,57.0,33.1,0.488,0.383,0.545,0.556,0.778,1.1,3.4,1.9,1.1,0.4,1.2,1.8,16.4,78,220.0
Jason Richardson,2009.0,29.0,PHO,SG,79.0,76.0,31.5,0.474,0.393,0.528,0.553,0.739,1.0,4.1,1.8,0.8,0.4,1.2,2.1,15.7,78,220.0
Jason Richardson,2010.0,30.0,PHO,SG,25.0,25.0,31.8,0.47,0.419,0.502,0.55,0.764,1.3,3.1,1.4,1.1,0.1,1.2,1.8,19.3,78,220.0
Jason Richardson,2010.0,30.0,ORL,SG,55.0,55.0,34.9,0.433,0.384,0.482,0.528,0.701,0.6,3.4,2.0,1.2,0.2,1.2,2.1,13.9,78,220.0
Jason Richardson,2011.0,31.0,ORL,SG,54.0,54.0,29.5,0.408,0.368,0.442,0.493,0.594,0.7,2.9,2.0,1.0,0.4,1.1,1.7,11.6,78,220.0
Jason Richardson,2012.0,32.0,PHI,SG,33.0,33.0,28.4,0.402,0.341,0.462,0.487,0.606,0.6,3.3,1.5,1.2,0.5,0.8,1.7,10.5,78,220.0
Jason Richardson,2014.0,34.0,PHI,SG,19.0,15.0,21.9,0.348,0.323,0.378,0.435,0.773,0.7,2.8,2.0,0.7,0.2,0.8,1.5,9.1,78,220.0
Jeremy Richardson,2008.0,24.0,ORL,SF,12.0,0.0,7.8,0.286,0.353,0.25,0.347,0.5,0.1,1.1,0.3,0.0,0.0,0.3,0.5,3.1,78,185.0
Josh Richardson,2015.0,22.0,MIA,SG,52.0,2.0,21.3,0.452,0.461,0.446,0.55,0.667,0.4,1.7,1.4,0.7,0.5,0.7,2.1,6.6,78,200.0
Josh Richardson,2016.0,23.0,MIA,SG,53.0,34.0,30.5,0.394,0.33,0.444,0.467,0.779,0.7,2.5,2.6,1.1,0.7,1.2,2.5,10.2,78,200.0
Josh Richardson,2017.0,24.0,MIA,SF,81.0,81.0,33.2,0.451,0.378,0.495,0.523,0.845,0.9,2.7,2.9,1.5,0.9,1.7,2.5,12.9,78,200.0
Malachi Richardson,2016.0,21.0,SAC,SG,22.0,0.0,9.0,0.412,0.286,0.5,0.471,0.789,0.1,0.9,0.5,0.2,0.0,0.4,1.0,3.6,78,205.0
Malachi Richardson,2017.0,22.0,SAC,SG,25.0,4.0,12.8,0.33,0.308,0.347,0.398,0.773,0.2,1.1,0.5,0.4,0.0,0.4,1.1,3.5,78,205.0
Malachi Richardson,2017.0,22.0,TOR,SG,1.0,0.0,5.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,78,205.0
Quentin Richardson,2008.0,28.0,NYK,SG,72.0,51.0,26.3,0.393,0.365,0.42,0.483,0.761,1.0,3.4,1.6,0.7,0.1,1.0,1.8,10.2,78,223.0
Quentin Richardson,2009.0,29.0,MIA,SF,76.0,75.0,27.4,0.431,0.397,0.493,0.558,0.732,0.8,4.1,1.2,0.9,0.2,0.8,2.2,8.9,78,223.0
Quentin Richardson,2010.0,30.0,ORL,SF,57.0,19.0,16.8,0.341,0.288,0.413,0.424,0.75,0.7,2.4,0.7,0.4,0.1,0.6,1.3,4.4,78,223.0
Quentin Richardson,2011.0,31.0,ORL,SF,48.0,3.0,18.0,0.376,0.347,0.421,0.482,0.833,0.3,2.3,0.8,0.6,0.1,0.6,1.5,4.5,78,223.0
Quentin Richardson,2012.0,32.0,NYK,SF,1.0,0.0,29.0,0.091,0.25,0.0,0.136,1.0,5.0,5.0,1.0,0.0,0.0,2.0,1.0,5.0,78,223.0
Luke Ridnour,2008.0,27.0,MIL,PG,72.0,50.0,28.2,0.403,0.35,0.42,0.447,0.869,0.5,2.6,5.1,1.3,0.2,1.8,2.8,9.6,74,175.0
Luke Ridnour,2009.0,28.0,MIL,PG,82.0,0.0,21.5,0.478,0.381,0.513,0.528,0.907,0.3,1.5,4.0,0.7,0.1,1.3,2.2,10.4,74,175.0
Luke Ridnour,2010.0,29.0,MIN,PG,71.0,66.0,30.4,0.468,0.44,0.479,0.528,0.883,0.5,2.3,5.4,1.3,0.1,2.2,2.1,11.8,74,175.0
Luke Ridnour,2011.0,30.0,MIN,SG,53.0,53.0,33.0,0.44,0.322,0.485,0.485,0.891,0.4,2.3,4.8,1.1,0.3,1.8,2.6,12.1,74,175.0
Luke Ridnour,2012.0,31.0,MIN,SG,82.0,82.0,30.2,0.453,0.311,0.503,0.493,0.848,0.5,2.0,3.8,1.0,0.2,1.6,2.3,11.5,74,175.0
Luke Ridnour,2013.0,32.0,MIL,PG,36.0,12.0,21.2,0.384,0.368,0.391,0.441,0.684,0.4,1.3,3.4,0.6,0.1,1.3,1.5,5.7,74,175.0
Luke Ridnour,2013.0,32.0,CHA,PG,25.0,2.0,15.1,0.389,0.3,0.441,0.444,0.571,0.3,1.1,2.2,0.4,0.2,0.8,1.5,4.0,74,175.0
Luke Ridnour,2014.0,33.0,ORL,PG,47.0,0.0,14.5,0.426,0.317,0.487,0.483,0.857,0.2,1.3,2.0,0.4,0.1,0.8,1.4,4.0,74,175.0
Austin Rivers,2012.0,20.0,NOH,SG,61.0,26.0,23.2,0.372,0.326,0.385,0.408,0.546,0.3,1.5,2.1,0.4,0.1,1.2,2.0,6.2,76,200.0
Austin Rivers,2013.0,21.0,NOP,PG,69.0,4.0,19.4,0.405,0.364,0.416,0.443,0.636,0.4,1.5,2.3,0.7,0.1,1.1,1.9,7.7,76,200.0
Austin Rivers,2014.0,22.0,NOP,SG,35.0,3.0,22.1,0.387,0.28,0.419,0.419,0.746,0.3,1.6,2.5,0.5,0.2,0.9,1.9,6.8,76,200.0
Austin Rivers,2014.0,22.0,LAC,PG,41.0,2.0,19.3,0.427,0.309,0.477,0.473,0.582,0.4,1.7,1.7,0.7,0.2,0.9,2.0,7.1,76,200.0
Austin Rivers,2015.0,23.0,LAC,SG,67.0,7.0,21.9,0.438,0.335,0.495,0.498,0.681,0.3,1.6,1.5,0.7,0.1,0.9,2.0,8.9,76,200.0
Austin Rivers,2016.0,24.0,LAC,SG,74.0,29.0,27.8,0.442,0.371,0.491,0.518,0.691,0.3,1.9,2.8,0.6,0.1,1.6,2.5,12.0,76,200.0
Austin Rivers,2017.0,25.0,LAC,SG,61.0,59.0,33.7,0.424,0.378,0.461,0.508,0.642,0.4,1.9,4.0,1.2,0.3,1.8,2.5,15.1,76,200.0
Andre Roberson,2013.0,22.0,OKC,SG,40.0,16.0,10.0,0.485,0.154,0.564,0.5,0.7,0.9,1.5,0.4,0.5,0.3,0.5,1.9,1.9,79,210.0
Andre Roberson,2014.0,23.0,OKC,SG,67.0,65.0,19.2,0.458,0.247,0.612,0.51,0.479,0.9,2.9,1.0,0.8,0.4,0.7,2.1,3.4,79,210.0
Andre Roberson,2015.0,24.0,OKC,SG,70.0,70.0,22.2,0.496,0.311,0.608,0.555,0.611,1.1,2.5,0.7,0.8,0.6,0.5,1.9,4.8,79,210.0
Andre Roberson,2016.0,25.0,OKC,SF,79.0,79.0,30.1,0.464,0.245,0.609,0.513,0.423,1.2,3.9,1.0,1.2,1.0,0.6,2.6,6.6,79,210.0
Andre Roberson,2017.0,26.0,OKC,SG,39.0,39.0,26.6,0.537,0.222,0.627,0.562,0.316,1.9,2.8,1.2,1.2,0.9,0.8,2.3,5.0,79,210.0
Anthony Roberson,2008.0,25.0,NYK,PG,23.0,0.0,11.0,0.379,0.338,0.469,0.495,1.0,0.2,0.5,0.8,0.4,0.0,0.3,0.8,4.7,74,180.0
Anthony Roberson,2008.0,25.0,CHI,PG,6.0,0.0,3.8,0.294,0.2,0.429,0.353,0.0,0.3,0.8,0.2,0.0,0.0,0.2,0.0,2.0,74,180.0
Brian Roberts,2012.0,27.0,NOH,PG,78.0,5.0,17.0,0.417,0.386,0.43,0.475,0.909,0.2,1.0,2.8,0.5,0.0,0.9,1.4,7.1,73,173.0
Brian Roberts,2013.0,28.0,NOP,PG,72.0,42.0,23.2,0.42,0.36,0.447,0.475,0.94,0.2,1.7,3.3,0.6,0.1,1.3,1.8,9.4,73,173.0
Brian Roberts,2014.0,29.0,CHO,PG,72.0,10.0,18.5,0.389,0.321,0.44,0.458,0.892,0.2,1.3,2.3,0.5,0.1,0.8,1.0,6.7,73,173.0
Brian Roberts,2015.0,30.0,CHO,PG,30.0,0.0,11.1,0.443,0.333,0.477,0.483,0.919,0.1,0.8,1.3,0.2,0.0,0.5,0.8,4.8,73,173.0
Brian Roberts,2015.0,30.0,POR,PG,21.0,0.0,6.5,0.46,0.4,0.486,0.52,0.8,0.1,0.5,0.8,0.1,0.0,0.3,0.6,2.9,73,173.0
Brian Roberts,2016.0,31.0,CHO,PG,41.0,2.0,10.1,0.377,0.386,0.372,0.447,0.846,0.1,0.8,1.3,0.2,0.0,0.6,0.4,3.5,73,173.0
Devin Robinson,2017.0,22.0,WAS,SF,1.0,0.0,13.0,0.333,0.0,0.333,0.333,0.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,80,200.0
Glenn Robinson,2014.0,21.0,MIN,SG,25.0,0.0,4.3,0.333,0.167,0.389,0.354,0.75,0.2,0.4,0.1,0.1,0.0,0.1,0.2,1.2,79,225.0
Glenn Robinson,2014.0,21.0,MIN,SG,25.0,0.0,4.3,0.333,0.167,0.389,0.354,0.75,0.2,0.4,0.1,0.1,0.0,0.1,0.2,1.2,78,222.0
Glenn Robinson,2014.0,21.0,PHI,SF,10.0,1.0,15.3,0.419,0.308,0.467,0.465,0.5,1.1,1.4,0.8,0.3,0.1,0.8,1.0,4.4,79,225.0
Glenn Robinson,2014.0,21.0,PHI,SF,10.0,1.0,15.3,0.419,0.308,0.467,0.465,0.5,1.1,1.4,0.8,0.3,0.1,0.8,1.0,4.4,78,222.0
Glenn Robinson,2015.0,22.0,IND,SF,45.0,4.0,11.3,0.43,0.378,0.447,0.477,0.692,0.3,1.2,0.6,0.4,0.2,0.4,0.5,3.8,79,225.0
Glenn Robinson,2015.0,22.0,IND,SF,45.0,4.0,11.3,0.43,0.378,0.447,0.477,0.692,0.3,1.2,0.6,0.4,0.2,0.4,0.5,3.8,78,222.0
Glenn Robinson,2016.0,23.0,IND,SF,69.0,27.0,20.7,0.467,0.392,0.512,0.54,0.711,0.8,2.7,0.7,0.6,0.3,0.5,0.9,6.1,79,225.0
Glenn Robinson,2016.0,23.0,IND,SF,69.0,27.0,20.7,0.467,0.392,0.512,0.54,0.711,0.8,2.7,0.7,0.6,0.3,0.5,0.9,6.1,78,222.0
Glenn Robinson,2017.0,24.0,IND,SF,23.0,1.0,14.7,0.424,0.412,0.431,0.506,0.818,0.5,1.1,0.7,0.6,0.0,0.2,0.6,4.1,79,225.0
Glenn Robinson,2017.0,24.0,IND,SF,23.0,1.0,14.7,0.424,0.412,0.431,0.506,0.818,0.5,1.1,0.7,0.6,0.0,0.2,0.6,4.1,78,222.0
Nate Robinson,2008.0,24.0,NYK,PG,74.0,11.0,29.9,0.437,0.325,0.504,0.498,0.841,1.3,2.6,4.1,1.3,0.1,1.9,2.8,17.2,69,180.0
Nate Robinson,2009.0,25.0,NYK,PG,30.0,2.0,24.4,0.452,0.375,0.505,0.528,0.778,0.8,1.6,3.7,0.9,0.2,1.8,2.2,13.2,69,180.0
Nate Robinson,2009.0,25.0,BOS,PG,26.0,0.0,14.7,0.401,0.414,0.386,0.516,0.615,0.2,1.3,2.0,0.8,0.0,0.8,1.9,6.5,69,180.0
Nate Robinson,2010.0,26.0,BOS,PG,55.0,11.0,17.9,0.404,0.328,0.491,0.492,0.825,0.3,1.3,1.9,0.5,0.1,1.2,1.9,7.1,69,180.0
Nate Robinson,2010.0,26.0,OKC,PG,4.0,0.0,7.5,0.267,0.25,0.286,0.333,0.75,0.0,0.3,1.5,0.0,0.0,0.5,2.0,3.3,69,180.0
Nate Robinson,2011.0,27.0,GSW,PG,51.0,9.0,23.4,0.424,0.365,0.459,0.492,0.832,0.3,1.7,4.5,1.2,0.0,1.5,2.3,11.2,69,180.0
Nate Robinson,2012.0,28.0,CHI,PG,82.0,23.0,25.4,0.433,0.405,0.45,0.51,0.799,0.4,1.9,4.4,1.0,0.1,1.8,2.5,13.1,69,180.0
Nate Robinson,2013.0,29.0,DEN,PG,44.0,1.0,19.7,0.428,0.377,0.463,0.504,0.835,0.5,1.4,2.5,0.8,0.1,1.3,2.1,10.4,69,180.0
Nate Robinson,2014.0,30.0,DEN,PG,33.0,1.0,14.1,0.348,0.261,0.42,0.407,0.65,0.4,0.8,2.3,0.4,0.1,0.7,2.1,5.8,69,180.0
Nate Robinson,2014.0,30.0,LAC,PG,9.0,0.0,14.0,0.333,0.35,0.323,0.402,0.833,0.3,0.9,2.2,0.7,0.0,0.9,0.9,5.1,69,180.0
Nate Robinson,2015.0,31.0,NOP,PG,2.0,1.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,2.5,0.0,69,180.0
Thomas Robinson,2012.0,21.0,SAC,PF,51.0,0.0,15.9,0.424,0.0,0.424,0.424,0.577,1.8,2.9,0.7,0.5,0.4,1.3,1.9,4.8,82,237.0
Thomas Robinson,2012.0,21.0,HOU,PF,19.0,0.0,13.0,0.449,0.0,0.455,0.449,0.421,1.6,2.5,0.5,0.8,0.3,1.2,1.5,4.5,82,237.0
Thomas Robinson,2013.0,22.0,POR,PF,70.0,0.0,12.5,0.481,0.0,0.483,0.481,0.564,1.5,2.9,0.5,0.3,0.3,0.8,1.9,4.8,82,237.0
Thomas Robinson,2014.0,23.0,POR,PF,32.0,4.0,12.2,0.516,0.0,0.516,0.516,0.438,1.0,3.1,0.3,0.5,0.3,1.0,1.7,3.6,82,237.0
Thomas Robinson,2014.0,23.0,PHI,PF,22.0,0.0,18.5,0.467,0.0,0.473,0.467,0.603,2.8,4.9,1.1,0.7,0.4,1.2,2.3,8.8,82,237.0
Thomas Robinson,2015.0,24.0,BRK,PF,71.0,7.0,12.9,0.447,0.0,0.448,0.447,0.431,1.9,3.1,0.6,0.5,0.5,1.0,1.6,4.3,82,237.0
Thomas Robinson,2016.0,25.0,LAL,PF,48.0,1.0,11.7,0.536,0.0,0.538,0.536,0.47,1.8,2.9,0.6,0.5,0.2,1.0,1.6,5.0,82,237.0
Sergio Rodriguez,2008.0,22.0,POR,PG,80.0,13.0,15.3,0.392,0.325,0.428,0.448,0.792,0.5,1.1,3.6,0.7,0.0,1.5,1.7,4.5,75,176.0
Sergio Rodriguez,2009.0,23.0,SAC,PG,39.0,0.0,13.3,0.463,0.357,0.493,0.503,0.694,0.4,0.9,3.1,0.7,0.1,1.5,1.2,6.0,75,176.0
Sergio Rodriguez,2009.0,23.0,NYK,PG,27.0,8.0,19.7,0.491,0.347,0.554,0.543,0.806,0.3,1.1,3.4,0.8,0.1,2.0,1.4,7.4,75,176.0
Sergio Rodriguez,2016.0,30.0,PHI,PG,68.0,30.0,22.3,0.392,0.365,0.415,0.478,0.667,0.3,2.0,5.1,0.7,0.1,1.9,1.4,7.8,75,176.0
Rajon Rondo,2008.0,22.0,BOS,PG,80.0,80.0,33.0,0.505,0.313,0.518,0.514,0.642,1.3,4.0,8.2,1.9,0.1,2.6,2.4,11.9,73,186.0
Rajon Rondo,2009.0,23.0,BOS,PG,81.0,81.0,36.6,0.508,0.213,0.536,0.517,0.621,1.2,3.2,9.8,2.3,0.1,3.0,2.4,13.7,73,186.0
Rajon Rondo,2010.0,24.0,BOS,PG,68.0,68.0,37.2,0.475,0.233,0.491,0.482,0.568,1.3,3.1,11.2,2.3,0.2,3.4,1.8,10.6,73,186.0
Rajon Rondo,2011.0,25.0,BOS,PG,53.0,53.0,36.9,0.448,0.238,0.464,0.456,0.597,1.2,3.7,11.7,1.8,0.1,3.6,1.9,11.9,73,186.0
Rajon Rondo,2012.0,26.0,BOS,PG,38.0,38.0,37.4,0.484,0.24,0.513,0.497,0.645,1.1,4.4,11.1,1.8,0.2,3.9,2.5,13.7,73,186.0
Rajon Rondo,2013.0,27.0,BOS,PG,30.0,30.0,33.3,0.403,0.289,0.442,0.44,0.627,0.7,4.7,9.8,1.3,0.1,3.3,2.2,11.7,73,186.0
Rajon Rondo,2014.0,28.0,BOS,PG,22.0,22.0,31.8,0.405,0.25,0.435,0.425,0.333,1.1,6.4,10.8,1.7,0.1,3.4,1.9,8.3,73,186.0
Rajon Rondo,2014.0,28.0,DAL,PG,46.0,46.0,28.7,0.436,0.352,0.448,0.457,0.452,1.0,3.5,6.5,1.2,0.1,2.9,2.4,9.3,73,186.0
Rajon Rondo,2015.0,29.0,SAC,PG,72.0,72.0,35.2,0.454,0.365,0.479,0.494,0.58,1.1,5.0,11.7,2.0,0.1,3.9,2.4,11.9,73,186.0
Rajon Rondo,2016.0,30.0,CHI,PG,69.0,42.0,26.7,0.408,0.376,0.418,0.453,0.6,1.1,4.1,6.7,1.4,0.2,2.4,2.1,7.8,73,186.0
Rajon Rondo,2017.0,31.0,NOP,PG,65.0,63.0,26.2,0.468,0.333,0.526,0.518,0.543,0.5,3.6,8.2,1.1,0.2,2.3,1.8,8.3,73,186.0
Derrick Rose,2008.0,20.0,CHI,PG,81.0,80.0,37.0,0.475,0.222,0.491,0.482,0.788,1.2,2.7,6.3,0.8,0.2,2.5,1.5,16.8,75,200.0
Derrick Rose,2009.0,21.0,CHI,PG,78.0,78.0,36.8,0.489,0.267,0.5,0.495,0.766,0.8,2.9,6.0,0.7,0.3,2.8,1.2,20.8,75,200.0
Derrick Rose,2010.0,22.0,CHI,PG,81.0,81.0,37.4,0.445,0.332,0.481,0.485,0.858,1.0,3.1,7.7,1.0,0.6,3.4,1.7,25.0,75,200.0
Derrick Rose,2011.0,23.0,CHI,PG,39.0,39.0,35.3,0.435,0.312,0.475,0.473,0.812,0.7,2.7,7.9,0.9,0.7,3.1,1.3,21.8,75,200.0
Derrick Rose,2013.0,25.0,CHI,PG,10.0,10.0,31.1,0.354,0.34,0.359,0.402,0.844,0.9,2.3,4.3,0.5,0.1,3.4,1.5,15.9,75,200.0
Derrick Rose,2014.0,26.0,CHI,PG,51.0,51.0,30.0,0.405,0.28,0.465,0.45,0.813,0.7,2.5,4.9,0.7,0.3,3.2,1.2,17.7,75,200.0
Derrick Rose,2015.0,27.0,CHI,PG,66.0,66.0,31.8,0.427,0.293,0.449,0.448,0.793,0.7,2.7,4.7,0.7,0.2,2.7,1.3,16.4,75,200.0
Derrick Rose,2016.0,28.0,NYK,PG,64.0,64.0,32.5,0.471,0.217,0.487,0.477,0.874,1.0,2.8,4.4,0.7,0.3,2.3,1.3,18.0,75,200.0
Derrick Rose,2017.0,29.0,CLE,PG,16.0,7.0,19.3,0.439,0.25,0.481,0.462,0.854,0.6,1.2,1.6,0.2,0.3,1.8,0.9,9.8,75,200.0
Derrick Rose,2017.0,29.0,MIN,PG,9.0,0.0,12.4,0.426,0.167,0.458,0.435,1.0,0.3,0.3,1.2,0.4,0.0,0.8,0.2,5.8,75,200.0
Malik Rose,2008.0,34.0,NYK,PF,18.0,0.0,8.9,0.268,0.0,0.297,0.268,0.727,0.2,1.5,0.6,0.1,0.1,0.9,1.3,1.7,79,250.0
Malik Rose,2008.0,34.0,OKC,SF,20.0,0.0,15.5,0.378,0.0,0.391,0.378,0.8,0.7,2.6,1.3,0.5,0.1,1.0,2.4,5.0,79,250.0
Quinton Ross,2008.0,27.0,MEM,SF,68.0,7.0,17.1,0.382,0.375,0.386,0.446,0.81,0.4,1.4,0.7,0.5,0.2,0.5,1.7,3.9,78,195.0
Quinton Ross,2009.0,28.0,DAL,SF,27.0,7.0,11.1,0.411,0.231,0.465,0.438,0.625,0.4,0.6,0.3,0.3,0.1,0.1,1.3,2.0,78,195.0
Quinton Ross,2009.0,28.0,WAS,SG,25.0,0.0,10.4,0.309,0.125,0.34,0.318,0.5,0.2,0.6,0.2,0.2,0.1,0.3,1.4,1.5,78,195.0
Quinton Ross,2010.0,29.0,NJN,SF,36.0,4.0,9.8,0.441,0.0,0.464,0.441,0.357,0.3,0.6,0.3,0.1,0.2,0.2,1.1,1.6,78,195.0
Terrence Ross,2012.0,21.0,TOR,SG,73.0,2.0,17.0,0.407,0.332,0.464,0.478,0.714,0.5,1.5,0.7,0.6,0.2,0.7,1.7,6.4,79,206.0
Terrence Ross,2013.0,22.0,TOR,SG,81.0,62.0,26.7,0.423,0.395,0.458,0.531,0.837,0.5,2.6,1.0,0.8,0.3,1.1,2.3,10.9,79,206.0
Terrence Ross,2014.0,23.0,TOR,SF,82.0,61.0,25.5,0.41,0.372,0.452,0.507,0.786,0.4,2.4,1.0,0.6,0.3,0.8,1.7,9.8,79,206.0
Terrence Ross,2015.0,24.0,TOR,SF,73.0,7.0,23.9,0.431,0.386,0.484,0.536,0.79,0.3,2.2,0.8,0.7,0.3,0.6,1.6,9.9,79,206.0
Terrence Ross,2016.0,25.0,TOR,SF,54.0,0.0,22.4,0.441,0.375,0.516,0.541,0.82,0.3,2.3,0.8,1.0,0.4,0.6,1.5,10.4,79,206.0
Terrence Ross,2016.0,25.0,ORL,SF,24.0,24.0,31.2,0.431,0.341,0.523,0.517,0.852,0.2,2.7,1.8,1.4,0.5,1.5,2.5,12.5,79,206.0
Terrence Ross,2017.0,26.0,ORL,SG,24.0,20.0,25.0,0.398,0.323,0.469,0.476,0.75,0.4,2.6,1.6,1.1,0.5,1.2,1.9,8.7,79,206.0
Brandon Roy,2008.0,24.0,POR,SG,78.0,78.0,37.2,0.48,0.377,0.501,0.512,0.824,1.3,3.4,5.1,1.1,0.3,1.9,1.6,22.6,78,215.0
Brandon Roy,2009.0,25.0,POR,SG,65.0,65.0,37.2,0.473,0.33,0.512,0.508,0.78,1.1,3.3,4.7,0.9,0.2,2.0,2.1,21.5,78,215.0
Brandon Roy,2010.0,26.0,POR,SG,47.0,23.0,27.9,0.4,0.333,0.418,0.436,0.848,0.6,2.0,2.7,0.8,0.3,1.2,1.6,12.2,78,215.0
Brandon Roy,2012.0,28.0,MIN,SG,5.0,5.0,24.4,0.314,0.0,0.423,0.314,0.7,0.6,2.2,4.6,0.6,0.0,1.4,1.0,5.8,78,215.0
Terry Rozier,2015.0,21.0,BOS,PG,39.0,0.0,8.0,0.274,0.222,0.291,0.302,0.8,0.6,1.0,0.9,0.2,0.0,0.5,0.6,1.8,73,190.0
Terry Rozier,2016.0,22.0,BOS,PG,74.0,0.0,17.1,0.367,0.318,0.405,0.437,0.773,0.5,2.5,1.8,0.6,0.1,0.6,0.9,5.5,73,190.0
